AUROC,AUPRC,Brier,ECE,Precision,Recall,F1,F1_opt_th,Precision_opt_th,Recall_opt_th,opt_threshold,OOF_train_F1_at_opt_threshold,week,model,target,seed,AUROC_CI_low,AUROC_CI_high,n_features
0.7490809090207851,0.4331038750665976,0.20353683886359986,0.22701904496251404,0.36335491134252745,0.7281443880428652,0.48479158843409687,0.48479158843409687,0.36335491134252745,0.7281443880428652,0.5,0.48453153550500916,8,XGBoost,failure,77,0.735882923277747,0.76644419794567,83
0.7502865635444819,0.42855793284459,0.14765625877347918,0.011525824450870909,0.5704225352112676,0.09137055837563451,0.15751093825960136,0.4886582083813918,0.37066200058326043,0.7168640721940215,0.225,0.48380046284391875,8,Stable-Causal-Temporal,failure,77,0.7361922678513562,0.7672654656269651,75
0.8804304586371048,0.8021323086014294,0.13263724143150363,0.11078761267897001,0.7014440433212996,0.7682878608145512,0.7333459143234573,0.7346698113207547,0.7303634232121923,0.7390272835112692,0.55,0.7238736953362399,10,Logistic,dropout,77,0.8734355153960695,0.8880312083665242,83
0.8851136425999334,0.8116900661437966,0.12028914284203608,0.0648503890794129,0.7466189339697693,0.7421905891656781,0.744398175689074,0.7423927423927424,0.7110789283128168,0.7765915381573745,0.42500000000000004,0.7351551525986464,10,RandomForest,dropout,77,0.8783705829292936,0.8930459218119854,83
0.887804809406613,0.8200539213334835,0.12787708712159748,0.10723555007402497,0.7122040072859745,0.7730328192961645,0.7413727720894956,0.7435649312947552,0.7282031842304776,0.7595887702649269,0.525,0.7355523522474119,10,XGBoost,dropout,77,0.8811083127333544,0.8957434076339471,83
0.8877004329844972,0.8207094044185733,0.11400737051393098,0.014922601805398937,0.792183908045977,0.6812969553183076,0.7325680272108843,0.7430939226519337,0.7416305632138638,0.7445630684064848,0.375,0.7367300784887588,10,Stable-Causal-Temporal,dropout,77,0.8814143177385485,0.8956511270680098,75
0.7214308220830935,0.3905383015468399,0.21431334779216646,0.23801920061277845,0.34791605084244753,0.6638465877044557,0.45655546935609,0.45655546935609,0.34791605084244753,0.6638465877044557,0.5,0.4684227642276423,10,Logistic,failure,77,0.7082041170711705,0.735138464001489,83
0.7565522163980692,0.4279015209945197,0.16098659016222266,0.11459526950534493,0.4581673306772908,0.45403271291596164,0.45609065155807366,0.49413145539906106,0.3782569631626235,0.7123519458544839,0.375,0.49628313926715345,10,RandomForest,failure,77,0.7451249441044073,0.771222191213723,83
0.7607789733921834,0.443500491009969,0.1996022846685282,0.22249254821343123,0.3690205011389522,0.7309644670050761,0.4904446546830653,0.49171974522292994,0.39427987742594484,0.6531302876480541,0.55,0.4997854384208268,10,XGBoost,failure,77,0.7489260965188818,0.7760824744865014,83
0.7631184093480841,0.44569700585805094,0.1451394155311035,0.013917508718934806,0.5749318801089919,0.11900733220530176,0.197196261682243,0.4921973850695909,0.39306163691478613,0.6582064297800339,0.25,0.49809510371102017,10,Stable-Causal-Temporal,failure,77,0.750413311086499,0.7783566704097706,75
0.8845267846714764,0.8032297246653272,0.13069658188100222,0.10861246410589945,0.7054402290622763,0.7793594306049823,0.7405598346796919,0.7394797245600612,0.7161911819192294,0.7643337287465402,0.525,0.7289599175151437,12,Logistic,dropout,77,0.877575280066444,0.8917350832309451,83
0.8908894897481036,0.816553620817817,0.1181411178347486,0.06428906133564254,0.7494042891183479,0.7461447212336892,0.7477709530414107,0.7470743676859192,0.7146984470928133,0.7825227362593911,0.42500000000000004,0.7391138273491215,12,RandomForest,dropout,77,0.8845224810938342,0.899076357653699,83
0.8925427672451519,0.8236251718192656,0.12582437211364544,0.10524079665712623,0.7182640144665461,0.7852906287069988,0.7502833396297696,0.7494712555277832,0.7294161676646707,0.7706603400553579,0.525,0.7431843320970786,12,XGBoost,dropout,77,0.8864038535445585,0.9005131694020839,83
0.8924865510258932,0.8244571654077526,0.11198295805826781,0.014744160013661425,0.8009174311926606,0.6903914590747331,0.7415587173497558,0.7500489332550401,0.7426356589147287,0.7576117042309213,0.375,0.7447637925338619,12,Stable-Causal-Temporal,dropout,77,0.8868553784567551,0.901285726040889,75
0.7256080419310712,0.3944115750185612,0.21330963890320256,0.23702724464935815,0.35103244837758113,0.6711787930062042,0.4609723029246562,0.46160232461602324,0.3651888341543514,0.6271855611957134,0.525,0.47158774373259055,12,Logistic,failure,77,0.7122200118608153,0.738687773053469,83
